Date,Area,WSA,TA,DA,RHA,RA,UVA,PSA,WDA
20-May-20,1249123.1,2.73,27.55,23.27,78.19,15.85,1.16,99.14,70.88
21-May-20,4176767.8,5.37,26.37,25.01,92.19,125.49,0.73,99.03,121.44
22-May-20,5454263.9,2.38,26.57,24.62,89.19,98.79,0.78,99.51,187.25
23-May-20,7946151.8,2.06,28.39,26,87.5,42.92,1.58,99.66,187.19
24-May-20,7946151.8,2.73,28.16,26.41,90.56,143.36,0.98,99.58,190.06
25-May-20,7946151.8,3.12,27.84,26.28,91.44,82.14,0.98,99.63,179.56
26-May-20,9315877.6,3.23,27.51,25.83,90.81,88.03,1.21,99.64,178.81
27-May-20,12692974.5,2.37,27.11,25.56,91.5,75.94,1.62,99.69,166.31
28-May-20,8321803.9,1.26,26.96,24.7,87.69,26.69,2.13,99.71,185.12
29-May-20,16903194.1,0.89,27.86,23.81,79.38,26.33,2.06,99.79,118.81
30-May-20,16903194.1,1.52,27,24.5,86.38,18.59,1.51,99.87,115.62
31-May-20,16903194.1,0.83,26.98,24.4,86.19,55.92,1.54,99.99,134.06
1-Jun-20,16903194.1,1.9,27.12,25.47,90.81,32.92,1.37,99.89,157.94
2-Jun-20,18119346.3,1.81,26.94,25.9,94.06,16.45,2.32,99.74,192.69
3-Jun-20,18119346.3,2.01,26.56,25.39,93.31,29.78,1.53,99.71,178.88
4-Jun-20,18119346.3,1.89,26.64,25.56,93.81,45.15,1.66,99.7,162.12
5-Jun-20,18119346.3,1.65,27.19,25.65,91.44,35.03,1.6,99.63,169.69
6-Jun-20,18119346.3,2.38,27.03,26.17,95,51.09,2.21,99.46,176.81
7-Jun-20,16367135.7,1.12,28.18,25.83,87.5,26.49,1.94,99.36,189.94
8-Jun-20,16367135.7,1.06,28.01,26,88.88,10.83,1.77,99.41,178.5
9-Jun-20,13110216.5,1.05,28.65,25.14,82.06,1.36,2.4,99.44,164.44
10-Jun-20,13110216.5,1.27,28.65,25.9,85.62,18.56,1.65,99.43,156.31
11-Jun-20,13110216.5,1.31,27.36,26.05,92.56,20.93,1.76,99.39,121.44
12-Jun-20,13110216.5,2.34,27.9,26.48,92.12,17.34,1.33,99.34,137.69
13-Jun-20,13110216.5,1.8,27.33,26.53,95.38,55.45,1.25,99.38,127.25
14-Jun-20,21350305.1,1.31,28.55,26.54,89.19,19.07,1.91,99.45,141.38
15-Jun-20,21350305.1,1.51,28.84,26.93,89.69,4.61,2.22,99.32,169.75
16-Jun-20,21350305.1,1.48,27.44,25.98,91.81,28.01,1.88,99.21,139.12
17-Jun-20,21350305.1,3.02,27.89,26.63,92.94,92.53,1.45,99.09,158.75
18-Jun-20,21350305.1,3.38,27.56,26.39,93.31,31.86,0.8,99.33,164.5
19-Jun-20,17536131.4,2.47,28.03,26.31,90.56,20.62,1.89,99.4,162.25
20-Jun-20,17536131.4,1.9,28.15,26.48,90.81,24.82,1.99,99.43,163.69
21-Jun-20,13590157.3,1.95,27.87,26.3,91.44,22.86,2.52,99.32,149.62
22-Jun-20,13590157.3,1.77,28.33,26.33,89.19,20.26,2.09,99.39,161.88
23-Jun-20,13590157.3,1.85,28.58,26.71,89.88,50.33,1.91,99.61,166.19
24-Jun-20,13590157.3,2.07,28.32,26.67,91,46.86,1.26,99.68,203.5
25-Jun-20,13590157.3,1.97,28.04,26.9,93.62,41.56,1.05,99.51,190.62
26-Jun-20,24540053.3,2.97,27.4,26.65,95.62,160.42,0.63,99.41,196.69
27-Jun-20,24540053.3,3.34,27.71,26.48,93.06,170.37,0.16,99.39,199.19
28-Jun-20,24540053.3,2.4,26.85,25.81,94.06,61.88,1.3,99.5,167.88
29-Jun-20,24540053.3,1.34,27.43,25.4,89,25.33,1.68,99.54,171.44
30-Jun-20,24540053.3,1.93,28.17,26.12,88.88,2.37,1.8,99.48,177.12
1-Jul-20,18644575.7,2.2,27.65,26.34,92.62,54.07,1.3,99.33,186.81
2-Jul-20,18644575.7,1.61,27.8,26.5,92.69,20.56,1.23,99.26,161.81
3-Jul-20,14110853.3,1.5,28.58,26.58,89.12,30.27,1.66,99.3,203.06
4-Jul-20,14110853.3,1.35,28.17,26.4,90.19,15.32,1.5,99.3,188.75
5-Jul-20,14110853.3,2.34,28.09,26.57,91.56,17.89,1.66,99.17,142.06
6-Jul-20,14110853.3,2.15,26.98,25.57,91.94,30.84,2.3,99.2,89.38
7-Jul-20,14110853.3,2.78,27.98,26.6,92.25,18.7,2.03,99.5,139.94
8-Jul-20,24664306.7,1.57,28.04,26.54,91.75,36.06,1.83,99.5,170.69
9-Jul-20,24664306.7,3.34,28.51,27.33,93.38,45.46,0.55,99.26,199.88
10-Jul-20,24664306.7,3.85,28.27,27.26,94.25,59.52,0.87,99.2,203.38
11-Jul-20,24664306.7,3.06,27.58,26.65,94.62,73.51,0.83,99.17,197.88
12-Jul-20,24664306.7,2.2,27.84,26.51,92.56,63.44,0.68,99.26,193.81
13-Jul-20,18890217.3,1.67,28.59,26.87,90.62,32.34,1.35,99.24,187.81
14-Jul-20,18890217.3,1.84,27.03,25.66,92.31,34.2,1.46,99.51,154.25
15-Jul-20,14580554.1,2,28.2,26.52,90.75,24.68,2.09,99.48,167.19
16-Jul-20,27268001.2,1.73,28.22,26.3,89.62,16.31,1.87,99.42,195.44
17-Jul-20,27268001.2,1.52,27.96,26.19,90.19,13.4,2.14,99.46,169.25
18-Jul-20,27268001.2,2.28,28.04,26.37,90.88,53.51,1.83,99.54,173.88
19-Jul-20,9806762.7,3.02,28.16,26.82,92.5,103.22,0.62,99.44,192.06
20-Jul-20,25695479.6,3.27,27.16,26.42,95.62,138.51,0.85,99.43,192.94
21-Jul-20,19373566.7,2.66,27.5,26.48,94.12,92.45,0.45,99.52,201.12
22-Jul-20,27649911.8,1.86,27.51,25.86,90.94,25.91,0.91,99.46,215
23-Jul-20,27649911.8,2.12,27.05,25.69,92.31,27.19,1.71,99.52,129.06
24-Jul-20,27649911.8,1.8,27.97,26.4,91.38,17.01,1.39,99.8,160.94
25-Jul-20,18802808.6,1.72,28.43,26.36,88.94,5.21,2.2,99.81,186.81
26-Jul-20,23088732.9,1.44,28.95,26.58,87.38,7.12,1.81,99.68,223.5
27-Jul-20,14495678,1.78,28.37,26.96,92.19,20.69,0.95,99.54,183.44
28-Jul-20,14495678,1.48,28.37,26.43,89.38,16.93,1.43,99.57,186.62
29-Jul-20,14495678,2.52,27.9,26.55,92.5,48.3,0.82,99.61,188.44
30-Jul-20,14495678,1.77,27.61,26.05,91.25,9.13,0.84,99.68,186.44
31-Jul-20,14495678,1.82,28.23,26.18,88.88,10.99,1.34,99.57,184.12
1-Aug-20,24791855.3,0.87,29.77,26.37,82.56,1.7,2.24,99.37,249.06
2-Aug-20,24791855.3,0.81,30.06,26.6,82.19,6.41,2.24,99.05,221.5
3-Aug-20,25648088.6,0.98,30.9,27.13,81.19,4.49,2.41,98.69,273.25
4-Aug-20,25648088.6,1.82,30.2,27.44,85.38,0.63,2.23,98.41,110.38
5-Aug-20,25648088.6,2.08,29.33,26.94,87.25,2.05,2.56,98.9,128.44
6-Aug-20,18432579.2,2.24,28.52,26.24,87.88,17.43,2.45,99.44,141.62
7-Aug-20,18432579.2,2.05,28.33,26.74,91.31,26,2.13,99.39,170.5
8-Aug-20,14409176.9,2.26,28.42,26.87,91.5,11.22,1.57,99.25,184.5
9-Aug-20,14409176.9,1.55,27.85,26.48,92.31,26,1.93,99.3,149.31
10-Aug-20,14409176.9,1.34,28.87,26.69,88.5,18.35,1.97,99.34,176.5
11-Aug-20,14409176.9,1.88,28.42,26.96,91.88,33.25,1.38,99.26,183.25
12-Aug-20,14409176.9,2.02,29.05,27.07,89.44,18.43,1.74,99.29,176.94
13-Aug-20,23491125.5,1.43,28.82,26.52,87.75,7.49,2.29,99.22,154.5
14-Aug-20,23491125.5,1.23,29.63,26.16,82.38,29.92,1.96,99,132.25
15-Aug-20,24126807.8,2.59,27.76,26.07,90.62,34.44,1.8,99.07,127.31
16-Aug-20,24126807.8,3.55,27.59,26.15,92,33.22,1.7,99.17,138.94
17-Aug-20,24126807.8,3.06,27.41,26.1,92.62,34.12,1.38,99.22,154.94
18-Aug-20,17972784.7,2.59,27.76,26.19,91.38,23.56,1.75,99.22,149.56
19-Aug-20,17972784.7,2.7,27.5,25.98,91.62,19.45,2.2,99.27,123.06
20-Aug-20,13891952.2,2.74,26.67,24.94,90.25,7.24,1.68,99.59,96.12
21-Aug-20,13891952.2,1.98,26.39,25.15,92.94,27.31,1.34,99.83,111.19
22-Aug-20,13891952.2,1.65,26.69,25.26,91.94,49.04,1.48,99.75,176.56
23-Aug-20,13891952.2,1.38,27.41,25.49,89.56,4.38,2.09,99.56,166.56
24-Aug-20,13891952.2,1.34,28.33,25.8,86.56,14.3,1.97,99.43,199.94
25-Aug-20,22419059.6,1.59,28.15,26.06,88.5,8.48,2.18,99.5,178.12
26-Aug-20,22419059.6,2.03,28.07,25.75,87.62,5.06,2.02,99.63,142.38
27-Aug-20,23475982,1.49,26.86,25.37,91.69,22.69,1.69,99.68,147.69
28-Aug-20,23475982,1.64,27.61,25.66,89.5,31.54,1.44,99.54,171.56
29-Aug-20,23475982,1.94,27.8,25.99,90.19,33.53,1.07,99.52,189.62
30-Aug-20,18070343.1,1.78,28.16,26.33,90.06,17.21,1.3,99.53,192.81
31-Aug-20,18070343.1,1.37,28.17,26.45,90.44,15.11,1.5,99.57,224.94
1-Sep-20,13868869,1.4,27.35,25.81,91.31,56.81,1.3,99.73,149.25
2-Sep-20,13868869,1.54,27.74,25.63,88.62,11.63,2.01,99.98,161.06
3-Sep-20,13868869,1.22,28.22,25.53,85.88,6.02,1.97,100.03,235.06
4-Sep-20,13868869,1.14,29.05,25.91,83.69,2.23,1.83,99.83,200.5
5-Sep-20,13868869,1.27,28.74,26.33,86.94,16.36,1.79,99.65,232.44
6-Sep-20,21701311.8,1.73,28.05,26.35,90.56,16.81,0.68,99.62,171.12
7-Sep-20,21701311.8,1.56,27.25,25.59,90.75,55.44,0.98,99.75,166.56
8-Sep-20,23376700.8,2.15,27.48,26.15,92.5,31.44,1.18,99.76,181.44
9-Sep-20,23376700.8,0.93,28.4,26,87.25,4.01,1.73,99.69,196.31
10-Sep-20,23376700.8,1.45,27.76,26.16,91.06,15.26,1.27,99.48,176.56
11-Sep-20,17687059.2,1.58,27.37,26.09,92.75,47.59,0.89,99.59,162
12-Sep-20,17687059.2,1.14,27.64,26.01,90.88,20.26,1.21,99.78,185.38
13-Sep-20,13758469.8,1.66,27.76,26.12,91,20.29,1.31,99.82,209.25
14-Sep-20,13758469.8,1.41,27.43,25.9,91.56,33.83,1.06,99.77,195.31
15-Sep-20,13758469.8,1.21,27.49,25.87,91,27.75,1.25,99.72,206.19
16-Sep-20,13758469.8,1.84,27.19,26.08,93.69,94.37,0.78,99.65,191.38
17-Sep-20,13758469.8,1.39,27.46,25.97,91.62,32.89,0.65,99.64,177.88
18-Sep-20,22671085.9,1,28.91,25.9,84.19,2.27,1.82,99.51,166.25
19-Sep-20,22671085.9,1.1,30.72,26.51,79,0.43,2.22,99.21,82
20-Sep-20,23395596.5,2,30.53,26.65,80.31,0.19,2.2,99.07,99.75
21-Sep-20,23395596.5,1.73,28.13,26.44,90.62,48.56,1.49,99.34,119.69
22-Sep-20,23395596.5,2.48,27.15,26.43,95.69,86.86,0.31,99.56,139.19
23-Sep-20,17700082,1.73,27.01,26.33,95.94,83.93,0.78,99.76,158.31
24-Sep-20,17700082,2.48,27.1,26.2,94.81,114.35,0.44,99.75,186.56
25-Sep-20,14178449.4,2.5,27.15,26.42,95.62,111.02,0.88,99.56,191.44
26-Sep-20,14178449.4,2.2,27.07,26.19,94.94,73.39,1.27,99.52,173.75
27-Sep-20,14178449.4,1.66,26.86,25.6,92.94,18.76,1,99.66,155.44
28-Sep-20,14178449.4,1.19,27.75,25.41,87.44,2.28,1.61,99.68,170.38
29-Sep-20,14178449.4,0.75,28.51,25.37,83.38,0.16,1.67,99.58,177.19
30-Sep-20,23357260.4,0.91,28.33,25.64,85.44,6.25,1.74,99.49,148.44
1-Oct-20,23357260.4,1.14,28.04,25.62,86.94,11.09,1.63,99.49,215.12
2-Oct-20,22153641.2,0.93,27.95,25.71,88,1.76,0.86,99.61,262.44
3-Oct-20,22153641.2,0.88,27.75,25.76,89,15.98,1.3,99.72,243.81
4-Oct-20,22153641.2,0.96,27.67,25.76,89.31,19.32,1.43,99.77,173.44
5-Oct-20,17641621.6,1.09,27.36,25.48,89.56,19.18,1.51,99.76,193.88
6-Oct-20,17641621.6,0.91,26.52,25.05,91.56,110.4,1.26,99.91,194.75
7-Oct-20,13832858,0.98,27.08,24.83,87.75,51.96,0.83,100.02,195.44
8-Oct-20,13832858,1,27.85,25.58,87.75,10.65,1.6,99.97,170.31
9-Oct-20,13832858,1.09,29.23,25.95,83,0.46,1.66,99.88,167.62
10-Oct-20,13832858,1.23,28.95,26.26,85.56,0.25,1.62,99.77,178.12
11-Oct-20,13832858,0.8,29.15,25.87,83.19,0.17,1.52,99.66,236.62
12-Oct-20,21054306.7,1,29.07,25.69,82.44,2.16,1.64,99.61,178.31
13-Oct-20,21054306.7,1.05,28.79,25.95,85,3.46,1.66,99.66,166.12
14-Oct-20,22447087.1,0.93,28.63,25.85,85.31,4.98,1.57,99.75,124.69
15-Oct-20,22447087.1,1.02,28.44,25.85,86.5,0.19,1.57,99.78,166.12
16-Oct-20,22447087.1,0.91,28.65,25.67,84.25,0,1.62,99.75,167.94
17-Oct-20,17041081.2,0.95,28.76,24.8,79.81,0.05,1.61,99.74,154.88
18-Oct-20,17041081.2,1.16,27.89,25.3,86.12,0.38,1.48,99.8,127.12
19-Oct-20,12863879.2,0.72,27.99,24.81,83.38,1.45,1.38,99.78,178.62
20-Oct-20,12863879.2,1.07,27.91,24.81,83.94,1.3,1.52,99.77,125.94
21-Oct-20,12863879.2,0.84,27.2,24.89,87.62,22.31,1.54,99.93,181.38
22-Oct-20,12863879.2,1.1,26.01,23.96,88.56,7.78,0.96,99.86,139
23-Oct-20,12863879.2,4.42,24.21,23.23,94.12,165.91,0.6,99.5,82.69
24-Oct-20,20289483.1,2.78,25.6,24.3,92.56,70.18,0.72,99.62,122.25
25-Oct-20,20289483.1,1.36,25.5,23.83,90.69,9.38,1.12,100.08,219.5
26-Oct-20,21891934.5,0.88,26.3,23.02,82.88,0.12,1.4,100.13,176.25
27-Oct-20,21891934.5,1.13,26.26,22.62,81.12,0.01,1.32,100.06,216.19
28-Oct-20,21891934.5,1.25,26.4,23.12,82.56,0,1.46,100.15,167
29-Oct-20,17024686.3,1.08,27.73,23.6,78.81,0.31,1.48,100.17,132.38
30-Oct-20,17024686.3,1.24,28.31,24.36,79.81,0.77,1.54,100.04,78.5
31-Oct-20,12572825.5,1.65,26,25,94.12,8,1.05,100.15,144.12
1-Nov-20,12572825.5,1.07,25.76,23.11,85.75,7.92,0.93,100.28,177.69
2-Nov-20,12572825.5,0.89,26.02,23.3,85.19,1.23,1.19,100.31,190.75
3-Nov-20,12572825.5,0.72,26.38,23.9,86.56,0.14,1.12,100.28,215.69
4-Nov-20,12572825.5,1.18,25.02,19.8,74.88,0.08,1.02,100.22,252.94
5-Nov-20,18708312.2,1.17,23.55,16.19,66.12,0.01,0.97,100.4,227.81
6-Nov-20,18708312.2,1.09,22.5,12.87,56.75,0,1.03,100.64,117.31
7-Nov-20,20897587.1,1.16,23.22,17.43,70.56,0,1.23,100.65,135.88
8-Nov-20,20897587.1,1.27,24.53,20.03,76.62,0,1.3,100.67,79.62
9-Nov-20,20897587.1,1.18,24.39,18.67,71.56,0,1.31,100.56,95.69
10-Nov-20,16433196.5,1.23,24.51,18.8,71.44,0,1.27,100.52,94.25
11-Nov-20,16433196.5,1.2,24.97,19.83,73.62,0,1.29,100.6,114.69
12-Nov-20,11553296.9,1.23,24.87,20.71,78.56,0,1.27,100.65,123.19
13-Nov-20,11553296.9,1.23,24.88,20.9,79.12,0,1.23,100.53,143.69
14-Nov-20,11553296.9,1.09,24.97,20.94,78.75,0,1.22,100.47,140.75
15-Nov-20,11553296.9,1.3,24.19,20.94,82.38,0,1.25,100.49,155.75
16-Nov-20,11553296.9,1.12,24.07,21.17,84.12,0,1.23,100.42,147.44
17-Nov-20,16922591.8,1.11,23.05,20.51,86.12,0.2,1.01,100.3,255.44
18-Nov-20,16922591.8,1.15,22.37,18.6,79.75,0.01,0.98,100.36,275.38
19-Nov-20,20193176.9,0.99,21.23,17.79,81.06,0,0.93,100.4,106.12
20-Nov-20,20193176.9,0.95,21.81,18.82,83.75,0,0.73,100.35,99.38
21-Nov-20,20193176.9,0.8,22.3,19.12,82.81,0.04,0.72,100.3,98.69
22-Nov-20,15689345.5,1.46,20.41,16.36,78.56,0.01,0.76,100.53,276.94
23-Nov-20,15689345.5,1.34,18.94,13.75,72.75,0,0.86,100.69,120.88
24-Nov-20,10268385.1,1.1,19.71,15.41,76.94,0,1.08,100.62,127.31
25-Nov-20,10268385.1,1.14,20.8,16.92,79.12,0,1.12,100.6,115.62
26-Nov-20,10268385.1,1.2,21.22,17.69,80.62,0,1.12,100.63,67.06
27-Nov-20,10268385.1,0.95,22.76,16.7,70.19,0,0.94,100.68,106.69
28-Nov-20,10268385.1,1.04,22.91,18.13,75,0,1.09,100.68,142.88
29-Nov-20,15514492.5,1.13,22.42,18.47,78.69,0,1.05,100.68,138.75
30-Nov-20,15514492.5,1.24,22.02,18.77,82.19,0,1.06,100.63,129.94
1-Dec-20,19160784.3,1.22,21.55,17.94,80.5,0,1.02,100.67,146.56
2-Dec-20,19160784.3,1.16,20.83,16.98,79.06,0,0.96,100.5,97.06
3-Dec-20,19160784.3,1.17,20.33,16.77,80.69,0,0.85,100.45,95.69
4-Dec-20,15091304.7,1.09,20.04,16.58,81,0,0.77,100.4,122.12
5-Dec-20,15091304.7,1.05,19.63,16.48,82.56,0.01,0.68,100.49,115.94
6-Dec-20,8308065.1,1.17,19.35,16.63,84.75,0,0.7,100.66,127.69
7-Dec-20,8308065.1,0.98,19.09,16.26,84.44,0,0.59,100.77,121.19
8-Dec-20,8308065.1,1.11,18.94,15.58,81.31,0,0.77,100.74,172.5
9-Dec-20,8308065.1,1.02,19.08,16.02,82.75,0,0.85,100.56,162.38
10-Dec-20,8308065.1,0.95,19.05,16.34,85,0.02,0.9,100.47,211.94
11-Dec-20,13630518.8,1.05,18.58,15.74,84,0.01,0.78,100.53,168.19
12-Dec-20,13630518.8,1.05,17.87,15.3,85.44,0,0.77,100.44,196.12
13-Dec-20,18226290.2,1.05,18.39,15.45,83.5,0,0.7,100.3,195.12
14-Dec-20,18226290.2,1.15,18.25,14.65,81.12,0,0.55,100.47,185.69
15-Dec-20,18226290.2,1.31,17.48,13.85,80,0,0.77,100.66,175.06
16-Dec-20,14180064.3,1.23,18.31,14.25,77.69,0,0.79,100.69,177.5
17-Dec-20,14180064.3,1.19,18.23,14.78,81,0,0.76,100.6,213.06
18-Dec-20,7803927.5,1.21,16.51,12.24,76.94,0,0.72,100.69,303.81
19-Dec-20,7803927.5,1.22,14.63,9.8,73.5,0,0.78,100.78,160.69
20-Dec-20,7803927.5,1.23,15.44,10.77,74.19,0,0.97,100.78,143.44
21-Dec-20,7803927.5,1.38,16.33,12.62,79.19,0,0.99,100.62,153.19
22-Dec-20,7803927.5,1.24,16.61,13.33,81.69,0,0.91,100.55,158.25
23-Dec-20,13161830.6,1.11,16.95,13.39,80.44,0,0.93,100.47,135.5
24-Dec-20,13161830.6,1.14,17.63,14.26,81.5,0,0.79,100.42,166.88
25-Dec-20,19611431.4,1.09,17.76,14.19,80.31,0,0.88,100.43,188.75
26-Dec-20,19611431.4,1.23,16.77,11.96,74.12,0,0.89,100.53,177.75
27-Dec-20,19611431.4,1.09,16.92,11.62,71.44,0,0.88,100.49,115.5
28-Dec-20,14652632.2,1.13,16.8,12.66,77.06,0,0.91,100.43,160.44
29-Dec-20,14652632.2,1.02,17.13,12.35,74.5,0,0.96,100.48,162.81
30-Dec-20,6835123.5,1.05,17.45,12.11,71.38,0,1.05,100.58,185.75
31-Dec-20,6835123.5,1.02,17.67,13.06,75,0,1.02,100.63,134.44
1-Jan-21,6835123.5,1.15,17.83,13.4,75.88,0,1.02,100.66,97.06
2-Jan-21,6835123.5,1.1,17.52,13.28,76.88,0,1,100.64,109.44
3-Jan-21,6835123.5,1.07,18.06,13.29,74.25,0,0.98,100.48,124.5
4-Jan-21,13783426.3,0.91,18.73,13.87,74,0,0.91,100.52,182.06
5-Jan-21,13783426.3,0.98,19.62,14.83,74.5,0,0.93,100.51,186.69
6-Jan-21,19082860.4,1.09,20.3,15.56,74.81,0,0.91,100.34,202.5
7-Jan-21,19082860.4,1.08,20.01,16.08,78.81,0,0.76,100.27,103.81
8-Jan-21,19082860.4,1.13,20.15,14.95,73,0,0.65,100.31,181.62
9-Jan-21,13859613.7,1.08,18.82,14.78,78,0,0.59,100.27,148.19
10-Jan-21,13859613.7,0.94,19.08,15.51,80,0,0.49,100.28,106.25
11-Jan-21,6148719.2,1,19.61,16.41,82.56,0,0.37,100.45,94.75
12-Jan-21,6148719.2,1.14,18.45,14.64,79.12,0,0.38,100.51,182.19
13-Jan-21,6148719.2,1.25,16.05,11.51,75.56,0,0.52,100.57,193.12
14-Jan-21,6148719.2,1.4,15.68,10.97,74.06,0,0.53,100.6,167.19
15-Jan-21,6148719.2,1.21,15.77,12.4,81.31,0,0.7,100.43,159
16-Jan-21,11403227.5,1.18,16.34,12.56,79.06,0,0.61,100.34,186.38
17-Jan-21,11403227.5,1.22,16.9,13,78.88,0,0.7,100.61,130.56
18-Jan-21,13981691.8,1.33,17.52,14.11,81.06,0,0.84,100.58,165.12
19-Jan-21,13981691.8,1.2,17.03,14.28,84.62,0.01,0.62,100.38,156.81
20-Jan-21,13981691.8,0.85,16.3,14.33,88.19,3.62,0.35,100.35,125.44
21-Jan-21,10413604.7,1.23,16.64,12.73,79.62,0.65,0.42,100.37,138.62
22-Jan-21,10413604.7,1.27,16.35,11.88,75.88,0.1,0.81,100.53,168.56
23-Jan-21,4359219.6,1.36,16.3,12.28,77.69,0,1.04,100.4,154.88
24-Jan-21,4359219.6,1.08,16.5,12.33,77.31,0,0.99,100.53,187.44
25-Jan-21,4359219.6,1.29,15.99,11.79,77.12,0,0.98,100.63,187.31
26-Jan-21,4359219.6,1.26,16.37,10.76,71.12,0,1.16,100.54,192.62
27-Jan-21,4359219.6,1.25,16.55,9.59,65.06,0,1.19,100.59,184.94
28-Jan-21,7420941.6,1.2,17.18,10.83,67.38,0,1.34,100.65,142.31
29-Jan-21,7420941.6,1.27,17.08,11.37,70.06,0,1.4,100.58,188.56
30-Jan-21,10085033.3,1.61,16.07,9.23,65.88,0,0.93,100.52,279.88
31-Jan-21,10085033.3,1.4,14.66,6.27,58.62,0,0.7,100.74,209.44
1-Feb-21,10085033.3,1.46,14.79,8.3,66.25,0,0.95,100.85,162.62
2-Feb-21,6376975.3,1.34,16.24,9.22,64.94,0,1.23,100.75,146.94
3-Feb-21,6376975.3,1.3,17.83,11.44,67.75,0,1.26,100.67,146.06
4-Feb-21,2387440.8,1.12,19.59,12.53,65.44,0,1.24,100.64,138.44
5-Feb-21,2387440.8,1.23,19.12,12.8,68,0,1.16,100.54,142.25
6-Feb-21,2387440.8,1.39,19.37,13.01,68.81,0,1.06,100.38,175.5
7-Feb-21,2387440.8,1.52,17.94,12.34,71.38,1.11,0.69,100.61,278.69
8-Feb-21,2387440.8,1.7,18.65,11.32,64.56,0,1.01,100.42,183.75
9-Feb-21,4920977.3,1.29,19.02,10.74,60.06,0,1.2,100.49,182.5
10-Feb-21,4920977.3,1.23,19.26,9.93,56.38,0,1.19,100.38,171.19
11-Feb-21,7402681.6,1.03,20.21,10.03,52.62,0,1.03,100.38,180.94
12-Feb-21,7402681.6,1.16,19.81,11.1,59.06,0,1.03,100.46,135.62
13-Feb-21,7402681.6,1.15,20.12,12.09,61.44,0,0.95,100.5,175.31
14-Feb-21,4721658,1.18,20.3,12.62,62.81,0,0.95,100.44,205.12
15-Feb-21,4721658,1.06,20.63,10.84,54.75,0,0.79,100.35,283.31
16-Feb-21,1347568.2,1.15,20.8,9.65,50.06,0,0.95,100.34,214.12
17-Feb-21,1347568.2,1.2,21.38,12.62,59.75,0,0.78,100.4,150.75
18-Feb-21,1347568.2,1.06,22.98,15.12,62.62,0,1.12,100.57,85.81
19-Feb-21,1347568.2,1.02,22.38,14.44,61.56,0,1,100.74,133.56
20-Feb-21,1347568.2,1.15,22.03,13.8,61.75,0,1,100.71,225.81
21-Feb-21,4137447.1,1.23,21.79,11.11,52.75,0,1.3,100.62,217.69
22-Feb-21,4137447.1,1.29,21.44,10.98,54.12,0,1.34,100.49,194
23-Feb-21,7940690.2,1.4,21.36,11.49,56.25,0,1.37,100.31,183.06
24-Feb-21,7940690.2,1.34,21.92,12.07,55.31,0,1.15,100.14,239.44
25-Feb-21,7940690.2,1.12,22.64,13.43,57,0.06,0.74,100.01,172.25
26-Feb-21,6216134.9,1.33,21.73,14.12,64,0.18,0.95,99.88,95.62
27-Feb-21,6216134.9,1.47,21.95,15.15,66.56,0,1.13,99.89,112.5
28-Feb-21,1224202,1.18,24.19,14.37,56.75,0,1.31,99.98,140.12
1-Mar-21,1224202,1.35,24.28,15.8,60.38,0,1.39,100.22,178.25
2-Mar-21,1224202,1.41,23.62,13.9,55.69,0,1.47,100.31,216.88
3-Mar-21,1224202,1.24,24.35,12.83,50.06,0,1.23,100.26,214
4-Mar-21,1224202,1.64,22.62,9.52,45.62,0,1.39,100.24,247.25
5-Mar-21,5121912.5,1.16,23.75,12.59,51.38,0.55,1.13,100.17,186.44
6-Mar-21,5121912.5,1.4,23,19.48,81.44,20.79,1.24,100.24,107.56
7-Mar-21,14249411,1.53,22.7,18.15,77.25,13.12,1.31,100.39,96
8-Mar-21,14249411,1.19,23.08,16.37,67.19,7.6,0.99,100.46,98.5
9-Mar-21,14249411,1.4,23.43,18.22,73.81,12.66,0.88,100.34,129
10-Mar-21,9661514.5,1.3,23.47,19.5,79.25,7.27,1.06,100.39,105.56
11-Mar-21,9661514.5,1.23,24.33,19.04,73.44,0.04,1.49,100.49,101.38
12-Mar-21,2536467.1,1.27,24.88,17.48,65.06,0,1.61,100.57,181.94
13-Mar-21,2536467.1,1.72,24.92,15.88,59.38,0.02,1.63,100.39,244.25
14-Mar-21,2536467.1,1.84,24.12,16.07,62,0.34,1.24,100.21,295.19
15-Mar-21,2536467.1,1.3,24.34,15.99,61,0,1.29,100.17,195
16-Mar-21,2536467.1,1.33,25.22,13.81,51.19,0,1.59,100.14,213.06
17-Mar-21,8888333.3,1.4,25.23,12.11,46.62,0,1.54,100.09,306.75
18-Mar-21,8888333.3,1.26,26.33,12.19,43.44,0,1.62,100.08,262.38
19-Mar-21,20425041.6,1.17,26.6,14.45,48.69,0,1.54,100,210.75
20-Mar-21,20425041.6,1.15,26.88,14.01,46.94,0,1.51,99.8,190
21-Mar-21,20425041.6,1.46,27.32,15.26,49.56,0,1.72,99.88,256.38
22-Mar-21,15268781.2,1.45,28.02,12.97,41.56,0,1.73,100.12,232.06
23-Mar-21,15268781.2,1.55,27.81,13.12,42.81,0,1.73,100.19,192.19
24-Mar-21,6448477.6,1.56,28.28,14.68,44.88,0,1.59,99.98,276.44
25-Mar-21,6448477.6,2.18,27.05,13.22,46.19,0,2.19,99.94,279.81
26-Mar-21,6448477.6,2.42,26.94,10.43,38.44,0,1.86,99.95,302.75
27-Mar-21,6448477.6,1.72,27.09,8.4,33.81,0,1.7,99.98,254.75
28-Mar-21,6448477.6,1.29,27.84,9.24,33.44,0,1.81,99.85,201.19
